,State,Program,Year,Payment,Farm Count,Payee Count
294,Massachusetts            ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,9720.0,1,1
295,Massachusetts            ,NON-INSURED ASSISTANCE FROST FREE            ,2014,8440.25,1,1
296,Massachusetts            ,NON-INSURED ASSISTANCE PROGRAM               ,2014,504394.0,87,87
297,Massachusetts            ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,41123.0,3,3
298,Massachusetts            ,TRADE ADJUSTMENT ASSISTANCE FOR FARMERS      ,2014,1071404.73,582,801
299,Massachusetts            ,TREE ASSISTANCE PROGRAM                      ,2014,4345.0,2,2
300,Michigan                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,29426.0,4,5
301,Michigan                 ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2014,42675.0,1,1
302,Michigan                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,17991162.92,7093,7316
303,Michigan                 ,DCP - DIRECT                                 ,2014,1070227.06,252,259
304,Michigan                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,597633.0,22,22
305,Michigan                 ,EMERGENCY FORESTRY RESTORATION PROGRAM       ,2014,69920.0,15,15
306,Michigan                 ,GRASSLANDS RESERVE PROGRAM                   ,2014,385817.73,69,74
307,Michigan                 ,"INCOME LOSS - MILK, PART 2                   ",2014,15776.67,40,42
308,Michigan                 ,LIVESTOCK FORAGE PROGRAM                     ,2014,32126.0,25,27
309,Michigan                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,862978.0,69,70
310,Michigan                 ,NON-INSURED ASSISTANCE FROST FREE            ,2014,10366503.09,407,420
311,Michigan                 ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2014,12428.0,1,1
312,Michigan                 ,NON-INSURED ASSISTANCE PROGRAM               ,2014,1204730.85,169,176
313,Michigan                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,25000.0,3,3
314,Michigan                 ,TREE ASSISTANCE PROGRAM                      ,2014,294948.99,16,16
315,Minnesota                ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,38338526.93,1577,1761
316,Minnesota                ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,139408.0,27,33
317,Minnesota                ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2014,3854.0,1,1
318,Minnesota                ,CROP DISASTER PROGRAM                        ,2014,2014.0,1,1
319,Minnesota                ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,102995905.42,28677,31865
320,Minnesota                ,DAIRY ECONOMIC LOSS ASSISTANCE PROGRAM       ,2014,6759.4,2,1
321,Minnesota                ,DCP - DIRECT                                 ,2014,2616514.75,660,693
322,Minnesota                ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,1295575.0,32,31
323,Minnesota                ,EMERGENCY CONSERVATION PROGRAM               ,2014,135201.0,25,25
324,Minnesota                ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,8608.0,2,2
325,Minnesota                ,GRASSLANDS RESERVE PROGRAM                   ,2014,433341.76,144,152
326,Minnesota                ,"INCOME LOSS - MILK, PART 2                   ",2014,45919.22,9,8
327,Minnesota                ,LIVESTOCK FORAGE PROGRAM                     ,2014,13762764.46,3579,3699
328,Minnesota                ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,750333.0,86,90
329,Minnesota                ,NON-INSURED ASSISTANCE FROST FREE            ,2014,24510.82,3,3
330,Minnesota                ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2014,53086.0,3,3
331,Minnesota                ,NON-INSURED ASSISTANCE PROGRAM               ,2014,399724.0,49,49
332,Minnesota                ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,2767812.75,87,95
333,Mississippi              ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2014,59802550.12,5592,6234
334,Mississippi              ,CRP - EMERGENCY FORESTRY ANNUAL RENTAL       ,2014,4104099.81,1008,1066
335,Mississippi              ,CRP - EMERGENCY FORESTRY COST SHARE          ,2014,8890.0,9,9
336,Mississippi              ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,43218031.52,10513,11778
337,Mississippi              ,DCP - COUNTER CYCLICAL                       ,2014,3.0,1,1
338,Mississippi              ,DCP - DIRECT                                 ,2014,1348847.82,206,209
339,Mississippi              ,DIRECT PAYMENT - CORN                        ,2014,31.0,1,1
340,Mississippi              ,DIRECT PAYMENT - SORGHUM                     ,2014,10.0,1,1
341,Mississippi              ,DIRECT PAYMENT - SOYBEANS                    ,2014,18.0,1,1
342,Mississippi              ,DIRECT PAYMENT - UPLAND COTTON               ,2014,4201.0,1,1
343,Mississippi              ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,46223.0,8,8
344,Mississippi              ,EMERGENCY CONSERVATION PROGRAM               ,2014,52229.0,11,11
345,Mississippi              ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,7104.0,6,6
346,Mississippi              ,EMERGENCY FOREST RESTORATION STAFFORD        ,2014,135410.0,10,10
347,Mississippi              ,EMERGENCY FORESTRY RESTORATION PROGRAM       ,2014,13399.0,3,3
348,Mississippi              ,GRASSLANDS RESERVE PROGRAM                   ,2014,95953.0,59,61
349,Mississippi              ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2014,5150.0,1,1
350,Mississippi              ,LIVESTOCK FORAGE PROGRAM                     ,2014,5636977.84,903,922
351,Mississippi              ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,380229.0,62,62
352,Mississippi              ,NON-INSURED ASSISTANCE PROGRAM               ,2014,246768.0,16,16
353,Mississippi              ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,553184.0,8,8
354,Mississippi              ,TRADE ADJUSTMENT ASSISTANCE FOR FARMERS      ,2014,56048.409999999996,37,41
355,Mississippi              ,TREE ASSISTANCE PROGRAM                      ,2014,3387.0,2,2
356,Missouri                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,7418409.35,1048,1161
357,Missouri                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,72037.70999999999,15,15
358,Missouri                 ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2014,4275.0,5,5
359,Missouri                 ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2014,2195928.74,308,328
360,Missouri                 ,BIOMASS CROP ASSISTANCE - COST-SHARE         ,2014,60137.0,9,9
361,Missouri                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2014,11042420.76,2289,2766
362,Missouri                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,101504141.79,17262,18942
363,Missouri                 ,DCP - DIRECT                                 ,2014,1011026.65,477,508
364,Missouri                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,635573.0,69,69
365,Missouri                 ,EMERGENCY CONSERVATION PROGRAM               ,2014,342673.0,63,65
366,Missouri                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,825241.0,196,196
367,Missouri                 ,GRASSLANDS RESERVE PROGRAM                   ,2014,510937.0,296,307
368,Missouri                 ,INDEMNITY PAYMENT - DAIRY                    ,2014,21855.079999999998,4,4
369,Missouri                 ,LIVESTOCK FORAGE PROGRAM                     ,2014,309208267.18,32467,34519
370,Missouri                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,1187786.0,199,202
371,Missouri                 ,NON-INSURED ASSISTANCE PROGRAM               ,2014,87450.0,19,19
372,Missouri                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,252459.61,20,22
373,Missouri                 ,TREE ASSISTANCE PROGRAM                      ,2014,115789.0,4,4
374,Montana                  ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,42173.0,6,7
375,Montana                  ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,52319.0,7,8
376,Montana                  ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2014,49430.0,1,1
377,Montana                  ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2014,14075.0,2,2
378,Montana                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,53605654.41,3583,4807
379,Montana                  ,DCP - DIRECT                                 ,2014,1920116.09,431,473
380,Montana                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,1679990.0,110,120
381,Montana                  ,EMERGENCY CONSERVATION PROGRAM               ,2014,429644.0,35,36
382,Montana                  ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,794566.0,25,24
383,Montana                  ,GRASSLANDS RESERVE PROGRAM                   ,2014,3849730.0,20,20
384,Montana                  ,HAY GRAZING                                  ,2014,7800.0,1,1
385,Montana                  ,"HAY GRAZING, MANAGED                         ",2014,8004.0,13,14
386,Montana                  ,LIVESTOCK FORAGE PROGRAM                     ,2014,41665718.0,1693,2080
387,Montana                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,1566874.0,144,161
388,Montana                  ,NON-INSURED ASSISTANCE PROGRAM               ,2014,539717.0,193,216
389,Montana                  ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,2643182.0,115,136
390,Nebraska                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,5427027.88,867,1016
391,Nebraska                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,553328.06,75,96
392,Nebraska                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2014,46.0,1,1
393,Nebraska                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,56302730.23,11966,14182
394,Nebraska                 ,DCP - DIRECT                                 ,2014,2679647.89,554,609
395,Nebraska                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,600441.0,37,40
396,Nebraska                 ,EMERGENCY CONSERVATION PROGRAM               ,2014,2316492.0,200,207
397,Nebraska                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,99568.0,1,1
398,Nebraska                 ,GRASSLANDS RESERVE PROGRAM                   ,2014,186381.0,62,65
399,Nebraska                 ,HAY GRAZING                                  ,2014,1219.5,3,3
400,Nebraska                 ,"HAY GRAZING, MANAGED                         ",2014,1100.0,2,2
401,Nebraska                 ,LIVESTOCK FORAGE PROGRAM                     ,2014,532020019.67,15781,17545
402,Nebraska                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,6676370.0,309,333
403,Nebraska                 ,NON-INSURED ASSISTANCE FROST FREE            ,2014,66922.0,1,1
404,Nebraska                 ,NON-INSURED ASSISTANCE PROGRAM               ,2014,6486645.91,1029,1095
405,Nebraska                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,527397.0,8,8
406,Nebraska                 ,TREE ASSISTANCE PROGRAM                      ,2014,44875.0,3,3
407,Nevada                   ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,1486.0,1,1
408,Nevada                   ,DCP - DIRECT                                 ,2014,15295.0,5,5
409,Nevada                   ,EMERGENCY CONSERVATION PROGRAM               ,2014,194835.0,17,17
410,Nevada                   ,GRASSLANDS RESERVE PROGRAM                   ,2014,5371604.0,4,4
411,Nevada                   ,LIVESTOCK FORAGE PROGRAM                     ,2014,32334090.0,238,269
412,Nevada                   ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,88618.0,4,4
413,Nevada                   ,NON-INSURED ASSISTANCE PROGRAM               ,2014,3247941.0,146,171
414,New Hampshire            ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,877.0,3,3
415,New Hampshire            ,DCP - DIRECT                                 ,2014,489.0,3,3
416,New Hampshire            ,EMERGENCY CONSERVATION PROGRAM               ,2014,4268.0,2,2
417,New Hampshire            ,EMERGENCY FORESTRY RESTORATION PROGRAM       ,2014,69249.0,2,2
418,New Hampshire            ,NON-INSURED ASSISTANCE FROST FREE            ,2014,31081.0,1,1
419,New Hampshire            ,NON-INSURED ASSISTANCE PROGRAM               ,2014,57564.0,13,13
420,New Hampshire            ,TRADE ADJUSTMENT ASSISTANCE FOR FARMERS      ,2014,190088.66999999998,98,131
421,New Jersey               ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,162876.0,178,181
422,New Jersey               ,DCP - DIRECT                                 ,2014,11884.0,5,5
423,New Jersey               ,ECP SANDY STAFFORD COST SHARE                ,2014,64293.0,22,22
424,New Jersey               ,EFRP SANDY STAFFORD COST SHARE               ,2014,301645.0,23,24
425,New Jersey               ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,88690.0,4,4
426,New Jersey               ,GRASSLANDS RESERVE PROGRAM                   ,2014,18008.0,27,27
427,New Jersey               ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,4238.0,2,2
428,New Jersey               ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2014,10868.0,2,2
429,New Jersey               ,NON-INSURED ASSISTANCE PROGRAM               ,2014,813433.0,63,62
430,New Jersey               ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,5640.0,1,1
431,New Jersey               ,TREE ASSISTANCE PROGRAM                      ,2014,44614.0,2,2
432,New Mexico               ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,1296062.0,62,73
433,New Mexico               ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,12982.0,6,7
434,New Mexico               ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2014,52000.0,1,1
435,New Mexico               ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2014,2075877.0,576,629
436,New Mexico               ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,16193980.92,1092,1222
437,New Mexico               ,DCP - COUNTER CYCLICAL                       ,2014,1819.0,3,3
438,New Mexico               ,DCP - DIRECT                                 ,2014,579680.0,193,204
439,New Mexico               ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,13169.0,3,3
440,New Mexico               ,EMERGENCY CONSERVATION PROGRAM               ,2014,37671.0,20,22
441,New Mexico               ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,900028.0,19,19
442,New Mexico               ,GRASSLANDS RESERVE PROGRAM                   ,2014,951165.0,17,17
443,New Mexico               ,"HAY GRAZING, MANAGED                         ",2014,1019.0,1,1
444,New Mexico               ,"INCOME LOSS - MILK, PART 2                   ",2014,47186.979999999996,2,2
445,New Mexico               ,INDEMNITY PAYMENT - DAIRY                    ,2014,120531.77,1,1
446,New Mexico               ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2014,62776.0,16,16
447,New Mexico               ,LIVESTOCK FORAGE PROGRAM                     ,2014,151452919.02,2526,3351
448,New Mexico               ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,253122.0,19,20
449,New Mexico               ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2014,68772.0,7,7
450,New Mexico               ,NON-INSURED ASSISTANCE PROGRAM               ,2014,17029791.71,1475,1842
451,New Mexico               ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,486253.0,13,15
452,New Mexico               ,TREE ASSISTANCE PROGRAM                      ,2014,7637.0,1,1
453,New York                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,3740.0,3,3
454,New York                 ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2014,49765.0,2,2
455,New York                 ,BIOMASS CROP ASSISTANCE - COST-SHARE         ,2014,27926.0,2,2
456,New York                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,3315134.74,1768,1815
457,New York                 ,DCP - DIRECT                                 ,2014,87928.0,48,51
458,New York                 ,ECP SANDY STAFFORD COST SHARE                ,2014,63773.0,7,7
459,New York                 ,EFRP SANDY STAFFORD COST SHARE               ,2014,1940.0,1,1
460,New York                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,363495.0,16,16
461,New York                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,92634.0,13,15
462,New York                 ,EMERGENCY FOREST RESTORATION STAFFORD        ,2014,31114.0,2,2
463,New York                 ,GRASSLANDS RESERVE PROGRAM                   ,2014,322991.0,97,101
464,New York                 ,"INCOME LOSS - MILK, PART 2                   ",2014,3681.08,2,3
465,New York                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,72477.0,8,8
466,New York                 ,NON-INSURED ASSISTANCE FROST FREE            ,2014,1046280.6799999999,69,69
467,New York                 ,NON-INSURED ASSISTANCE PROGRAM               ,2014,1364754.0,120,124
