state,fiscal_year,accounting_program_description,amount
Arkansas,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,426.0
Arkansas,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,77957139.74000001
Arkansas,2017,COTTON TRANSITION ASSISTANCE PROGRAM,121321.0
Arkansas,2017,DCP - COUNTER CYCLICAL,760.0
Arkansas,2017,DCP - DIRECT,207657.0
Arkansas,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),234178.0
Arkansas,2017,INDEMNITY PAYMENT - DAIRY,2708.26
Arkansas,2017,LIVESTOCK FORAGE PROGRAM,575022.0
Arkansas,2017,LIVESTOCK INDEMNITY PROGRAM,426362.0
Arkansas,2017,PRICE LOSS COVERAGE PROGRAM,296546389.54
Arkansas,2017,TREE ASSISTANCE PROGRAM,21999.0
Arkansas,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,353.0
Arkansas,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,972859.0
Arkansas,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,78965504.76
Arkansas,2018,COTTON TRANSITION ASSISTANCE PROGRAM,3146.0
Arkansas,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1283409.0
Arkansas,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),273.0
Arkansas,2018,LIVESTOCK FORAGE PROGRAM,7728483.0
Arkansas,2018,LIVESTOCK FORAGE PROGRAM,401545.03
Arkansas,2018,LIVESTOCK INDEMNITY PROGRAM,221050.0
Arkansas,2018,LIVESTOCK INDEMNITY PROGRAM,45202.0
Arkansas,2018,MARGIN PROTECTION PROGRAM - DAIRY,412838.0
Arkansas,2018,PRICE LOSS COVERAGE PROGRAM,4797917.09
Arkansas,2018,PRICE LOSS COVERAGE PROGRAM,410745642.74000007
Arkansas,2018,TREE ASSISTANCE PROGRAM,13452.0
Arkansas,2019,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,386383.0
Arkansas,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,390.0
Arkansas,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,20316542.78
Arkansas,2019,DAIRY MARGIN COVERAGE PROGRAM,347929.9100000001
Arkansas,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),538291.0
Arkansas,2019,INDEMNITY PAYMENT - DAIRY,2684.15
Arkansas,2019,LIVESTOCK FORAGE PROGRAM,820028.0
Arkansas,2019,LIVESTOCK INDEMNITY PROGRAM,449643.0
Arkansas,2019,MARGIN PROTECTION PROGRAM - DAIRY,10590.0
Arkansas,2019,PRICE LOSS COVERAGE PROGRAM,264511377.32
Arkansas,2019,TREE ASSISTANCE PROGRAM,5841.0
Arkansas,2020,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,616295.0
Arkansas,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,11455587.76
Arkansas,2020,DAIRY MARGIN COVERAGE,272885.48000000004
Arkansas,2020,DAIRY MARGIN COVERAGE PROGRAM,2704.01
Arkansas,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1082568.0
Arkansas,2020,LIVESTOCK INDEMNITY PROGRAM,561317.0
Arkansas,2020,PRICE LOSS COVERAGE PROGRAM,339079614.27
Arkansas,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,95706.0
Arkansas,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,18662730.25
Arkansas,2021,DAIRY MARGIN COVERAGE,962111.0900000001
Arkansas,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),445442.0
Arkansas,2021,LIVESTOCK FORAGE PROGRAM,1814212.0
Arkansas,2021,LIVESTOCK INDEMNITY PROGRAM,1853885.0
Arkansas,2021,PRICE LOSS COVERAGE PROGRAM,307513549.90999997
Arkansas,2022,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,57.0
Arkansas,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,62774.0
Arkansas,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2281765.39
Arkansas,2022,DAIRY MARGIN COVERAGE,446906.9999999999
Arkansas,2022,LIVESTOCK INDEMNITY PROGRAM,134197.0
Arkansas,2022,PRICE LOSS COVERAGE PROGRAM,187921026.06
California,2004,INCOME LOSS - MILK,34915.95
California,2005,EWE LAMB REPLACEMENT OR RETENTION,1100206.9699999997
California,2005,INCOME LOSS - MILK,322558.0199999999
California,2005,INCOME LOSS TRANSITION - MILK,77284.2
California,2005,LIVESTOCK ASSISTANCE PROGRAM,1536950.0
California,2006,EWE LAMB REPLACEMENT OR RETENTION,1350.0
California,2006,INCOME LOSS - MILK,97113.69000000002
California,2006,"INCOME LOSS - MILK, PART 2",35567303.92000003
California,2006,INCOME LOSS TRANSITION - MILK,2662.0699999999997
California,2006,LIVESTOCK ASSISTANCE PROGRAM,7468225.5200000005
California,2007,"INCOME LOSS - MILK, PART 2",16208312.500000002
California,2007,LIVESTOCK ASSISTANCE PROGRAM,312.76
California,2008,01-02 CROP DISASTER ASSISTANCE PROGRAM,15232.0
California,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,24854715.0
California,2008,DIRECT AND COUNTER CYCLICAL PROG,56611230.0
California,2008,EMERGENCY LIVESTOCK FEED ASSISTANCE,5166.0
California,2008,"INCOME LOSS - MILK, PART 2",306479.4599999999
California,2008,LOAN DEFICIENCY,396639.4699999999
California,2008,MILK INCOME LOSS CONTRACT II,113960.23999999999
California,2009,05 - 07 LIVESTOCK INDEMNITY PROGRAM,1278303.0
California,2009,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,3510.72
California,2009,DCP PROGRAM - DIRECT PAYMENTS,46325.62
California,2009,DIRECT AND COUNTER CYCLICAL PROG,195307385.0
California,2009,LOAN DEFICIENCY,7380415.299999997
California,2009,MILK INCOME LOSS CONTRACT II,82258539.12999986
California,2010,ACRE DIRECT PAYMENTS,768234.0
California,2010,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,6159493.33
California,2010,DCP PROGRAM - DIRECT PAYMENTS,165173667.02000004
California,2010,DIRECT AND COUNTER CYCLICAL PROG,65851102.34
California,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",2566802.87
California,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,24993185.310000002
California,2010,LIVESTOCK INDEMNITY PAYMENTS,6821.0
California,2010,LIVESTOCK INDEMNITY PROGRAM,108233.47
California,2010,LOAN DEFICIENCY,6938310.700000003
California,2010,MILK INCOME LOSS CONTRACT II,21766969.399999958
California,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,11865983.0
California,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,5996774.0
California,2010,TREE ASSISTANCE PROGRAM,623901.0
California,2011,ACRE DIRECT PAYMENTS,3261010.0
California,2011,ACRE PAYMENTS,154847.0
California,2011,AVERAGE CROP REVENUE ELECTION-ACRE,29367.3
California,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,1164909.6
California,2011,COUNTER CYCLICAL PAYMENT - UPLAND COTTON,242.0
California,2011,DCP - COUNTER CYCLICAL,114587.0
California,2011,DCP - DIRECT,29818832.43
California,2011,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,6700501.78
California,2011,DCP PROGRAM - DIRECT PAYMENTS,102156976.09
California,2011,DIRECT AND COUNTER CYCLICAL PROG,15583.82
California,2011,DIRECT PAYMENT - BARLEY,31.0
California,2011,DIRECT PAYMENT - CORN,13.0
California,2011,DIRECT PAYMENT - RICE,32648.0
California,2011,DIRECT PAYMENT - UPLAND COTTON,131.0
California,2011,DIRECT PAYMENT - WHEAT,2179.0
California,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),613717.0
California,2011,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",19944.0
California,2011,GEOGRAPHIC DISADVANTAGED PROGRAM,8000.0
California,2011,"INCOME LOSS - MILK, PART 2",1543.5600000000002
California,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,578072.62
California,2011,LIVESTOCK FORAGE DISASTER PROGRAM,1665800.58
California,2011,LIVESTOCK INDEMNITY PAYMENTS,11268.0
California,2011,LIVESTOCK INDEMNITY PROGRAM,167432.0
California,2011,LIVESTOCK INDEMNITY PROGRAM AUTHORIZED,8233.0
California,2011,LOAN DEFICIENCY,476005.3999999999
California,2011,MILK INCOME LOSS CONTRACT II,29097.5
California,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,1813347.0
California,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,5678826.0
California,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,12026603.920000002
California,2011,TREE ASSISTANCE PROGRAM,2202804.42
California,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,3412808.0
California,2012,DCP - COUNTER CYCLICAL,20398.0
California,2012,DCP - DIRECT,102566010.63999999
California,2012,LIVESTOCK FORAGE DISASTER PROGRAM,87210.0
California,2012,LIVESTOCK INDEMNITY PROGRAM,51826.0
California,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,15195.0
California,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,648063.62
California,2012,TREE ASSISTANCE PROGRAM,142922.0
California,2013,AVERAGE CROP REVENUE ELECTION-ACRE,118287.0
California,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,146452.0
California,2013,DCP - COUNTER CYCLICAL,14313.0
California,2013,DCP - DIRECT,5135526.2
California,2013,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),25422.0
California,2013,"INCOME LOSS - MILK, PART 2",25970446.75000002
California,2013,LIVESTOCK FORAGE DISASTER PROGRAM,51954.16
California,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,6377650.93
California,2013,TREE ASSISTANCE PROGRAM,34299.0
California,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,51822.0
California,2014,DCP - COUNTER CYCLICAL,39198.0
California,2014,DCP - DIRECT,113681532.28
California,2014,DIRECT PAYMENT - BARLEY,214.0
California,2014,DIRECT PAYMENT - CORN,2622.0
California,2014,DIRECT PAYMENT - RICE,54166.0
California,2014,DIRECT PAYMENT - SAFFLOWER SEED,1.0
California,2014,DIRECT PAYMENT - SORGHUM,58.0
California,2014,DIRECT PAYMENT - SUNFLOWER SEED,54.0
California,2014,DIRECT PAYMENT - UPLAND COTTON,245.0
California,2014,DIRECT PAYMENT - WHEAT,18874.0
California,2014,"INCOME LOSS - MILK, PART 2",953608.3299999998
California,2014,LIVESTOCK FORAGE PROGRAM,86978906.0
California,2014,LIVESTOCK INDEMNITY PROGRAM,511259.0
California,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,1174095.23
California,2014,TREE ASSISTANCE PROGRAM,84885.0
California,2015,AVERAGE CROP REVENUE ELECTION-ACRE,31939.0
California,2015,COTTON TRANSITION ASSISTANCE PROGRAM,30813105.900000002
California,2015,DCP - COUNTER CYCLICAL,24401.0
California,2015,DCP - DIRECT,759822.28
California,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),6329776.88
California,2015,"INCOME LOSS - MILK, PART 2",65259.959999999985
California,2015,LIVESTOCK FORAGE DISASTER PROGRAM,2996.0
California,2015,LIVESTOCK FORAGE PROGRAM,70752703.83
California,2015,LIVESTOCK INDEMNITY PROGRAM,102518.0
California,2015,MARGIN PROTECTION PROGRAM - DAIRY,3063.0
California,2015,SUPL REVENUE ASSISTANCE - RECOVERY ACT,6692.0
California,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,17555.0
California,2015,TREE ASSISTANCE PROGRAM,565175.0
California,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,172309.0
California,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,10780038.620000001
California,2016,AVERAGE CROP REVENUE ELECTION-ACRE,231.0
California,2016,AVERAGE CROP REVENUE ELECTION-DIRECT,6990.0
California,2016,COTTON TRANSITION ASSISTANCE PROGRAM,1117933.0
California,2016,DCP - COUNTER CYCLICAL,2765.0
California,2016,DCP - DIRECT,264319.37
California,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2834947.0
California,2016,LIVESTOCK FORAGE PROGRAM,48647060.45
California,2016,LIVESTOCK INDEMNITY PROGRAM,100172.0
California,2016,MARGIN PROTECTION PROGRAM - DAIRY,275872.0
California,2016,PRICE LOSS COVERAGE PROGRAM,261235.0
California,2016,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,584.0
California,2016,TREE ASSISTANCE PROGRAM,1046373.0
California,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,90029.0
California,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,14260374.23
California,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,3710.0
California,2017,COTTON TRANSITION ASSISTANCE PROGRAM,223765.0
California,2017,DCP - DIRECT,213977.0
California,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2676302.0
California,2017,LIVESTOCK FORAGE PROGRAM,21132647.36
California,2017,LIVESTOCK INDEMNITY PROGRAM,134168.0
California,2017,PRICE LOSS COVERAGE PROGRAM,18781593.11
California,2017,TREE ASSISTANCE PROGRAM,998669.0
California,2018,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,1427102.0
California,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,952039.0
California,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1761.0
California,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,18693320.58
California,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,10583384.790000001
California,2018,DCP - COUNTER CYCLICAL,78610.0
California,2018,DCP - DIRECT,180810.0
California,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),6073892.0
California,2018,LIVESTOCK FORAGE PROGRAM,4229880.67
California,2018,LIVESTOCK FORAGE PROGRAM,3895527.76
California,2018,LIVESTOCK INDEMNITY PROGRAM,1306948.1400000001
California,2018,LIVESTOCK INDEMNITY PROGRAM,578387.0
California,2018,MARGIN PROTECTION PROGRAM - DAIRY,11490945.91
California,2018,PRICE LOSS COVERAGE PROGRAM,43331925.86
California,2018,PRICE LOSS COVERAGE PROGRAM,40883804.83
California,2018,TREE ASSISTANCE PROGRAM,1104855.0
California,2018,TREE ASSISTANCE PROGRAM,560477.0
California,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,358147.0
California,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,7207798.0
California,2019,DAIRY MARGIN COVERAGE PROGRAM,24586677.29999996
California,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),5927772.62
California,2019,LIVESTOCK FORAGE PROGRAM,2694482.0
California,2019,LIVESTOCK INDEMNITY PROGRAM,1101057.8399999999
California,2019,MARGIN PROTECTION  - DAIRY,20356.0
California,2019,MARGIN PROTECTION PROGRAM - DAIRY,982054.0
California,2019,PRICE LOSS COVERAGE PROGRAM,26653437.0
California,2019,TREE ASSISTANCE PROGRAM,3026707.02
California,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,20010.0
California,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2943760.48
California,2020,DAIRY MARGIN COVERAGE,15199541.56999997
California,2020,DAIRY MARGIN COVERAGE PROGRAM,2914679.960000001
California,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2068344.0
California,2020,LIVESTOCK FORAGE PROGRAM,4124753.0
California,2020,LIVESTOCK INDEMNITY PROGRAM,468403.0
California,2020,PRICE LOSS COVERAGE PROGRAM,20163805.73
California,2020,TREE ASSISTANCE PROGRAM,2662522.1399999997
California,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,44393.0
California,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2744175.0
California,2021,DAIRY MARGIN COVERAGE,76531149.43999916
California,2021,DAIRY MARGIN COVERAGE PROGRAM,177910.31
California,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),9854917.05
California,2021,LIVESTOCK FORAGE PROGRAM,29310307.86
California,2021,LIVESTOCK INDEMNITY PROGRAM,832104.0
California,2021,PRICE LOSS COVERAGE PROGRAM,59911615.28
California,2021,TREE ASSISTANCE PROGRAM,2043924.5199999998
California,2022,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,16190.0
California,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,43296.0
California,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,207267.0
California,2022,DAIRY MARGIN COVERAGE,32830124.690000407
California,2022,DAIRY MARGIN COVERAGE PROGRAM,76293.70000000001
California,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1452405.88
California,2022,LIVESTOCK FORAGE PROGRAM,6788328.470000001
California,2022,LIVESTOCK INDEMNITY PROGRAM,42670.0
California,2022,PRICE LOSS COVERAGE PROGRAM,25530202.38
California,2022,TREE ASSISTANCE PROGRAM,637782.06
Colorado,2005,EWE LAMB REPLACEMENT OR RETENTION,891123.0
Colorado,2005,LIVESTOCK ASSISTANCE PROGRAM,1760227.0
Colorado,2006,EWE LAMB REPLACEMENT OR RETENTION,10422.0
Colorado,2006,"INCOME LOSS - MILK, PART 2",2035197.7199999993
Colorado,2006,LIVESTOCK ASSISTANCE PROGRAM,9101659.020000003
Colorado,2007,"INCOME LOSS - MILK, PART 2",743936.1499999999
Colorado,2007,LIVESTOCK ASSISTANCE PROGRAM,3560.37
Colorado,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,3381271.0
Colorado,2008,DIRECT AND COUNTER CYCLICAL PROG,11600572.0
Colorado,2008,"INCOME LOSS - MILK, PART 2",103834.16999999998
Colorado,2008,LOAN DEFICIENCY,436825.6599999999
Colorado,2008,MILK INCOME LOSS CONTRACT II,199.11
Colorado,2009,DCP PROGRAM - DIRECT PAYMENTS,3699.0
Colorado,2009,DIRECT AND COUNTER CYCLICAL PROG,64049988.0
Colorado,2009,LOAN DEFICIENCY,864271.8699999999
Colorado,2009,MILK INCOME LOSS CONTRACT II,4916617.9799999995
Colorado,2010,ACRE DIRECT PAYMENTS,3621138.47
Colorado,2010,DCP PROGRAM - DIRECT PAYMENTS,80334064.84
Colorado,2010,DIRECT AND COUNTER CYCLICAL PROG,107998.0
Colorado,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",132783.0
Colorado,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,4329986.28
Colorado,2010,LIVESTOCK INDEMNITY PAYMENTS,5493.81
Colorado,2010,LIVESTOCK INDEMNITY PROGRAM,2020051.38
Colorado,2010,LOAN DEFICIENCY,1002574.48
Colorado,2010,MILK INCOME LOSS CONTRACT II,1416597.5199999998
Colorado,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,15688555.44
Colorado,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,35834505.36
Colorado,2010,TREE ASSISTANCE PROGRAM,130719.0
Colorado,2011,ACRE DIRECT PAYMENTS,2687977.0
Colorado,2011,ACRE PAYMENTS,2378346.0
Colorado,2011,AVERAGE CROP REVENUE ELECTION-ACRE,198092.0
Colorado,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,532388.0
Colorado,2011,DCP - DIRECT,12418866.06
Colorado,2011,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,2444.0
Colorado,2011,DCP PROGRAM - DIRECT PAYMENTS,56333180.0
Colorado,2011,DIRECT PAYMENT - WHEAT,144.0
Colorado,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),60248.0
Colorado,2011,"INCOME LOSS - MILK, PART 2",5965.49
Colorado,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,9981.13
Colorado,2011,LIVESTOCK FORAGE DISASTER PROGRAM,8066833.79
Colorado,2011,LIVESTOCK INDEMNITY PROGRAM,191236.0
Colorado,2011,LOAN DEFICIENCY,187231.01999999996
Colorado,2011,MILK INCOME LOSS CONTRACT II,14303.11
Colorado,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,413646.0
Colorado,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,8180405.6
Colorado,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,39831927.53
Colorado,2011,TREE ASSISTANCE PROGRAM,106595.0
Colorado,2012,AVERAGE CROP REVENUE ELECTION-ACRE,55565.0
Colorado,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,2670975.0
Colorado,2012,DCP - COUNTER CYCLICAL,880.0
Colorado,2012,DCP - DIRECT,55025212.10999999
Colorado,2012,LIVESTOCK FORAGE DISASTER PROGRAM,3065850.0
Colorado,2012,LIVESTOCK INDEMNITY PROGRAM,25301.0
Colorado,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,234.0
Colorado,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,2049568.0
Colorado,2012,TREE ASSISTANCE PROGRAM,117676.0
Colorado,2013,AVERAGE CROP REVENUE ELECTION-ACRE,2729.0
Colorado,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,14049.0
Colorado,2013,DCP - DIRECT,1722869.98
Colorado,2013,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),85221.0
Colorado,2013,"INCOME LOSS - MILK, PART 2",1673606.4800000002
Colorado,2013,LIVESTOCK INDEMNITY PROGRAM,96777.0
Colorado,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,34230159.98
Colorado,2013,TREE ASSISTANCE PROGRAM,2160.0
Colorado,2014,AVERAGE CROP REVENUE ELECTION-ACRE,689190.0
Colorado,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,1421401.3900000001
Colorado,2014,DCP - DIRECT,63305546.17
Colorado,2014,"INCOME LOSS - MILK, PART 2",89466.22
Colorado,2014,LIVESTOCK FORAGE PROGRAM,93986409.0
Colorado,2014,LIVESTOCK INDEMNITY PROGRAM,82229.0
Colorado,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,1208308.0
Colorado,2014,TREE ASSISTANCE PROGRAM,94764.0
Colorado,2015,AVERAGE CROP REVENUE ELECTION-ACRE,3706510.0
Colorado,2015,AVERAGE CROP REVENUE ELECTION-DIRECT,22711.0
Colorado,2015,DCP - DIRECT,185812.0
Colorado,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),822972.0
Colorado,2015,"INCOME LOSS - MILK, PART 2",1164.9
Colorado,2015,LIVESTOCK FORAGE DISASTER PROGRAM,14439.0
Colorado,2015,LIVESTOCK FORAGE PROGRAM,87304308.2
Colorado,2015,LIVESTOCK INDEMNITY PROGRAM,59117.0
Colorado,2015,MARGIN PROTECTION PROGRAM - DAIRY,42309.0
Colorado,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,20019.0
Colorado,2015,TREE ASSISTANCE PROGRAM,334475.0
Colorado,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1038294.0
Colorado,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,54562260.620000005
Colorado,2016,AVERAGE CROP REVENUE ELECTION-ACRE,7948.0
Colorado,2016,DCP - DIRECT,61010.55
Colorado,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),332638.0
Colorado,2016,LIVESTOCK FORAGE PROGRAM,145969.8
Colorado,2016,LIVESTOCK INDEMNITY PROGRAM,212784.0
Colorado,2016,MARGIN PROTECTION PROGRAM - DAIRY,310775.0
Colorado,2016,PRICE LOSS COVERAGE PROGRAM,98951.0
Colorado,2016,TREE ASSISTANCE PROGRAM,44813.0
Colorado,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1041047.0
Colorado,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,61380518.64
Colorado,2017,AVERAGE CROP REVENUE ELECTION-ACRE,6115.0
Colorado,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,3300.0
Colorado,2017,DCP - DIRECT,78266.0
Colorado,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),187123.88
Colorado,2017,LIVESTOCK FORAGE PROGRAM,75.0
Colorado,2017,LIVESTOCK INDEMNITY PROGRAM,109995.0
Colorado,2017,PRICE LOSS COVERAGE PROGRAM,40325818.379999995
Colorado,2017,TREE ASSISTANCE PROGRAM,5692.0
Colorado,2018,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,8380.0
Colorado,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,316373.88
Colorado,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,877530.46
Colorado,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,647047.4299999999
Colorado,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,45469271.419999994
Colorado,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),710292.0
Colorado,2018,LIVESTOCK FORAGE PROGRAM,10533375.67
Colorado,2018,LIVESTOCK FORAGE PROGRAM,16080.0
Colorado,2018,LIVESTOCK INDEMNITY PROGRAM,1155419.0
Colorado,2018,MARGIN PROTECTION PROGRAM - DAIRY,946251.0
Colorado,2018,PRICE LOSS COVERAGE PROGRAM,885849.3200000001
Colorado,2018,PRICE LOSS COVERAGE PROGRAM,103420629.88999999
Colorado,2018,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,46324.0
Colorado,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,610876.0
Colorado,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,9276894.5
Colorado,2019,DAIRY MARGIN COVERAGE PROGRAM,2012340.429999999
Colorado,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),766170.0
Colorado,2019,LIVESTOCK FORAGE PROGRAM,17716419.8
Colorado,2019,LIVESTOCK INDEMNITY PROGRAM,565413.0
Colorado,2019,MARGIN PROTECTION  - DAIRY,17894.0
Colorado,2019,MARGIN PROTECTION PROGRAM - DAIRY,77447.0
Colorado,2019,PRICE LOSS COVERAGE PROGRAM,64893415.470000006
Colorado,2019,TREE ASSISTANCE PROGRAM,133980.0
Colorado,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,305926.0
Colorado,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,17738769.25
Colorado,2020,DAIRY MARGIN COVERAGE,1917345.2500000035
Colorado,2020,DAIRY MARGIN COVERAGE PROGRAM,93477.13
Colorado,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),117984.0
Colorado,2020,LIVESTOCK FORAGE PROGRAM,9915686.6
Colorado,2020,LIVESTOCK INDEMNITY PROGRAM,571183.0
Colorado,2020,PRICE LOSS COVERAGE PROGRAM,29847545.6
Colorado,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,898472.0
Colorado,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,5222138.17
Colorado,2021,DAIRY MARGIN COVERAGE,6440985.410000012
Colorado,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),523483.0
Colorado,2021,LIVESTOCK FORAGE PROGRAM,34796968.82
Colorado,2021,LIVESTOCK INDEMNITY PROGRAM,112472.0
Colorado,2021,PRICE LOSS COVERAGE PROGRAM,89749637.03
Colorado,2021,TREE ASSISTANCE PROGRAM,1455.99
Colorado,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,357395.0
Colorado,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3922171.7199999997
Colorado,2022,DAIRY MARGIN COVERAGE,2921828.400000002
Colorado,2022,DAIRY MARGIN COVERAGE PROGRAM,25485.43
Colorado,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),182184.0
Colorado,2022,LIVESTOCK FORAGE PROGRAM,12890694.98
