STATE,COUNTY,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX()
Delaware,Total,EQIP IRA,Hedgerow Planting (422),2023,,,353
Delaware,Total,EQIP IRA,Hedgerow Planting (422),Total,,,354
Delaware,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,4,"$10,860 ",355
Delaware,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,4,"$10,860 ",356
Delaware,Total,EQIP IRA,High Tunnel System (325),2023,,,357
Delaware,Total,EQIP IRA,High Tunnel System (325),Total,,,358
Delaware,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,359
Delaware,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,360
Delaware,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,,,361
Delaware,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,362
Delaware,Total,EQIP IRA,Livestock Pipeline (516),2023,8,"$16,318 ",363
Delaware,Total,EQIP IRA,Livestock Pipeline (516),2023,34,"$91,000 ",364
Delaware,Total,EQIP IRA,Livestock Pipeline (516),Total,8,"$16,318 ",365
Delaware,Total,EQIP IRA,Livestock Pipeline (516),Total,34,"$91,000 ",366
Delaware,Total,EQIP IRA,Nutrient Management (590),2023,25,"$450,670 ",367
Delaware,Total,EQIP IRA,Nutrient Management (590),2023,31,"$594,176 ",368
Delaware,Total,EQIP IRA,Nutrient Management (590),Total,25,"$450,670 ",369
Delaware,Total,EQIP IRA,Nutrient Management (590),Total,31,"$594,176 ",370
Delaware,Total,EQIP IRA,Pasture and Hay Planting (512),2023,16,"$80,099 ",371
Delaware,Total,EQIP IRA,Pasture and Hay Planting (512),2023,75,"$559,487 ",372
Delaware,Total,EQIP IRA,Pasture and Hay Planting (512),Total,16,"$80,099 ",373
Delaware,Total,EQIP IRA,Pasture and Hay Planting (512),Total,75,"$559,487 ",374
Delaware,Total,EQIP IRA,Precision Land Forming and Smoothing (462),2023,,,375
Delaware,Total,EQIP IRA,Precision Land Forming and Smoothing (462),Total,,,376
Delaware,Total,EQIP IRA,Prescribed Burning (338),2023,5,"$13,056 ",377
Delaware,Total,EQIP IRA,Prescribed Burning (338),Total,5,"$13,056 ",378
Delaware,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$7,911 ",379
Delaware,Total,EQIP IRA,Prescribed Grazing (528),2023,30,"$38,222 ",380
Delaware,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$7,911 ",381
Delaware,Total,EQIP IRA,Prescribed Grazing (528),Total,30,"$38,222 ",382
Delaware,Total,EQIP IRA,Pumping Plant (533),2023,,,384
Delaware,Total,EQIP IRA,Pumping Plant (533),2023,7,"$22,350 ",383
Delaware,Total,EQIP IRA,Pumping Plant (533),Total,,,386
Delaware,Total,EQIP IRA,Pumping Plant (533),Total,7,"$22,350 ",385
Delaware,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,,,387
Delaware,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,,,388
Delaware,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,12,"$71,540 ",389
Delaware,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,12,"$71,540 ",390
Delaware,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,391
Delaware,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,392
Delaware,Total,EQIP IRA,Roofs and Covers (367),2023,,,393
Delaware,Total,EQIP IRA,Roofs and Covers (367),Total,,,394
Delaware,Total,EQIP IRA,Total,2023,100,"$767,125 ",395
Delaware,Total,EQIP IRA,Total,2023,385,"$3,273,027 ",396
Delaware,Total,EQIP IRA,Total,Total,100,"$767,125 ",397
Delaware,Total,EQIP IRA,Total,Total,385,"$3,273,027 ",398
Delaware,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,7,"$50,087 ",399
Delaware,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,7,"$50,087 ",400
Delaware,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,6,"$44,145 ",401
Delaware,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,6,"$44,145 ",402
Delaware,Total,EQIP IRA,Waste Storage Facility (313),2023,,,403
Delaware,Total,EQIP IRA,Waste Storage Facility (313),Total,,,404
Delaware,Total,EQIP IRA,Water Well (642),2023,,,406
Delaware,Total,EQIP IRA,Water Well (642),2023,7,"$55,290 ",405
Delaware,Total,EQIP IRA,Water Well (642),Total,,,408
Delaware,Total,EQIP IRA,Water Well (642),Total,7,"$55,290 ",407
Delaware,Total,EQIP IRA,Watering Facility (614),2023,8,"$11,306 ",409
Delaware,Total,EQIP IRA,Watering Facility (614),2023,31,"$46,312 ",410
Delaware,Total,EQIP IRA,Watering Facility (614),Total,8,"$11,306 ",411
Delaware,Total,EQIP IRA,Watering Facility (614),Total,31,"$46,312 ",412
Delaware,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,413
Delaware,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,414
Florida,Total,EQIP IRA,Brush Management (314),2023,7,"$48,309 ",415
Florida,Total,EQIP IRA,Brush Management (314),Total,7,"$48,309 ",416
Florida,Total,EQIP IRA,Conservation Cover (327),2023,8,"$9,970 ",417
Florida,Total,EQIP IRA,Conservation Cover (327),Total,8,"$9,970 ",418
Florida,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,419
Florida,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,420
Florida,Total,EQIP IRA,Cover Crop (340),2023,8,"$143,867 ",421
Florida,Total,EQIP IRA,Cover Crop (340),Total,8,"$143,867 ",422
Florida,Total,EQIP IRA,Critical Area Planting (342),2023,,,423
Florida,Total,EQIP IRA,Critical Area Planting (342),Total,,,424
Florida,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,,,425
Florida,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,,,426
Florida,Total,EQIP IRA,Fence (382),2023,7,"$93,681 ",427
Florida,Total,EQIP IRA,Fence (382),Total,7,"$93,681 ",428
Florida,Total,EQIP IRA,Field Border (386),2023,,,429
Florida,Total,EQIP IRA,Field Border (386),Total,,,430
Florida,Total,EQIP IRA,Firebreak (394),2023,66,"$204,044 ",431
Florida,Total,EQIP IRA,Firebreak (394),Total,66,"$204,044 ",432
Florida,Total,EQIP IRA,Forest Stand Improvement (666),2023,72,"$313,962 ",433
Florida,Total,EQIP IRA,Forest Stand Improvement (666),Total,72,"$313,962 ",434
Florida,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,435
Florida,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,436
Florida,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,34,"$62,833 ",437
Florida,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,34,"$62,833 ",438
Florida,Total,EQIP IRA,Irrigation Water Management (449),2023,,,439
Florida,Total,EQIP IRA,Irrigation Water Management (449),Total,,,440
Florida,Total,EQIP IRA,Livestock Pipeline (516),2023,,,441
Florida,Total,EQIP IRA,Livestock Pipeline (516),Total,,,442
Florida,Total,EQIP IRA,Nutrient Management (590),2023,5,"$2,235 ",443
Florida,Total,EQIP IRA,Nutrient Management (590),Total,5,"$2,235 ",444
Florida,Total,EQIP IRA,Pasture and Hay Planting (512),2023,13,"$104,712 ",445
Florida,Total,EQIP IRA,Pasture and Hay Planting (512),Total,13,"$104,712 ",446
Florida,Total,EQIP IRA,Pest Management Conservation System (595),2023,,,447
Florida,Total,EQIP IRA,Pest Management Conservation System (595),Total,,,448
Florida,Total,EQIP IRA,Prescribed Burning (338),2023,27,"$42,763 ",449
Florida,Total,EQIP IRA,Prescribed Burning (338),Total,27,"$42,763 ",450
Florida,Total,EQIP IRA,Prescribed Grazing (528),2023,10,"$138,834 ",451
Florida,Total,EQIP IRA,Prescribed Grazing (528),Total,10,"$138,834 ",452
Florida,Total,EQIP IRA,Pumping Plant (533),2023,,,453
Florida,Total,EQIP IRA,Pumping Plant (533),Total,,,454
Florida,Total,EQIP IRA,Total,2023,444,"$3,304,957 ",455
Florida,Total,EQIP IRA,Total,Total,444,"$3,304,957 ",456
Florida,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,79,"$958,294 ",457
Florida,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,79,"$958,294 ",458
Florida,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,75,"$1,094,171 ",459
Florida,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,75,"$1,094,171 ",460
Florida,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,13,"$6,700 ",461
Florida,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,13,"$6,700 ",462
Florida,Total,EQIP IRA,Water Well (642),2023,,,463
Florida,Total,EQIP IRA,Water Well (642),Total,,,464
Florida,Total,EQIP IRA,Watering Facility (614),2023,,,465
Florida,Total,EQIP IRA,Watering Facility (614),Total,,,466
Florida,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,467
Florida,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,468
Georgia,Total,EQIP IRA,Cover Crop (340),2023,71,"$2,187,787 ",469
Georgia,Total,EQIP IRA,Cover Crop (340),Total,71,"$2,187,787 ",470
Georgia,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,44,"$1,383,049 ",471
Georgia,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,44,"$1,383,049 ",472
Georgia,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,63,"$1,530,085 ",473
Georgia,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,63,"$1,530,085 ",474
Georgia,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,14,"$65,164 ",475
Georgia,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,14,"$65,164 ",476
Georgia,Total,EQIP IRA,Total,2023,192,"$5,166,085 ",477
Georgia,Total,EQIP IRA,Total,Total,192,"$5,166,085 ",478
Hawaii,Total,EQIP IRA,Brush Management (314),2023,5,"$15,635 ",479
Hawaii,Total,EQIP IRA,Brush Management (314),Total,5,"$15,635 ",480
Hawaii,Total,EQIP IRA,Conservation Cover (327),2023,,,481
Hawaii,Total,EQIP IRA,Conservation Cover (327),Total,,,482
Hawaii,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,483
Hawaii,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,484
Hawaii,Total,EQIP IRA,Cover Crop (340),2023,,,485
Hawaii,Total,EQIP IRA,Cover Crop (340),Total,,,486
Hawaii,Total,EQIP IRA,Critical Area Planting (342),2023,,,487
Hawaii,Total,EQIP IRA,Critical Area Planting (342),Total,,,488
Hawaii,Total,EQIP IRA,Fence (382),2023,8,"$85,957 ",489
Hawaii,Total,EQIP IRA,Fence (382),Total,8,"$85,957 ",490
Hawaii,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,491
Hawaii,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,492
Hawaii,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,10,"$8,425 ",493
Hawaii,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,10,"$8,425 ",494
Hawaii,Total,EQIP IRA,Livestock Pipeline (516),2023,,,495
Hawaii,Total,EQIP IRA,Livestock Pipeline (516),Total,,,496
Hawaii,Total,EQIP IRA,Mulching (484),2023,32,"$357,697 ",497
Hawaii,Total,EQIP IRA,Mulching (484),Total,32,"$357,697 ",498
Hawaii,Total,EQIP IRA,Nutrient Management (590),2023,5,"$6,690 ",499
Hawaii,Total,EQIP IRA,Nutrient Management (590),Total,5,"$6,690 ",500
Hawaii,Total,EQIP IRA,Prescribed Grazing (528),2023,,,501
Hawaii,Total,EQIP IRA,Prescribed Grazing (528),Total,,,502
Hawaii,Total,EQIP IRA,Silvopasture (381),2023,,,503
Hawaii,Total,EQIP IRA,Silvopasture (381),Total,,,504
Hawaii,Total,EQIP IRA,Soil Health Testing (216),2023,,,505
Hawaii,Total,EQIP IRA,Soil Health Testing (216),Total,,,506
Hawaii,Total,EQIP IRA,Total,2023,96,"$1,013,023 ",507
Hawaii,Total,EQIP IRA,Total,Total,96,"$1,013,023 ",508
Hawaii,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,5,"$360,300 ",509
Hawaii,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,5,"$360,300 ",510
Hawaii,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,7,"$21,097 ",511
Hawaii,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,7,"$21,097 ",512
Hawaii,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,513
Hawaii,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,514
Hawaii,Total,EQIP IRA,Vegetative Barrier (601),2023,,,515
Hawaii,Total,EQIP IRA,Vegetative Barrier (601),Total,,,516
Hawaii,Total,EQIP IRA,Watering Facility (614),2023,,,517
Hawaii,Total,EQIP IRA,Watering Facility (614),Total,,,518
Hawaii,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,519
Hawaii,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,520
Idaho,Total,EQIP IRA,Alley Cropping (311),2023,,,521
Idaho,Total,EQIP IRA,Alley Cropping (311),Total,,,522
Idaho,Total,EQIP IRA,Conservation Cover (327),2023,12,"$75,734 ",523
Idaho,Total,EQIP IRA,Conservation Cover (327),Total,12,"$75,734 ",524
Idaho,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,525
Idaho,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,526
Idaho,Total,EQIP IRA,Cover Crop (340),2023,71,"$872,347 ",527
Idaho,Total,EQIP IRA,Cover Crop (340),Total,71,"$872,347 ",528
Idaho,Total,EQIP IRA,Fence (382),2023,6,"$33,332 ",529
Idaho,Total,EQIP IRA,Fence (382),Total,6,"$33,332 ",530
Idaho,Total,EQIP IRA,Forest Management Assessment (223),2023,,,531
Idaho,Total,EQIP IRA,Forest Management Assessment (223),Total,,,532
Idaho,Total,EQIP IRA,Forest Management Practice Design (165),2023,,,533
Idaho,Total,EQIP IRA,Forest Management Practice Design (165),Total,,,534
Idaho,Total,EQIP IRA,Forest Stand Improvement (666),2023,20,"$89,020 ",535
Idaho,Total,EQIP IRA,Forest Stand Improvement (666),Total,20,"$89,020 ",536
Idaho,Total,EQIP IRA,Grassed Waterway (412),2023,7,"$11,950 ",537
Idaho,Total,EQIP IRA,Grassed Waterway (412),Total,7,"$11,950 ",538
Idaho,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,539
Idaho,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,540
Idaho,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,6,"$3,159 ",541
Idaho,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,6,"$3,159 ",542
Idaho,Total,EQIP IRA,Livestock Pipeline (516),2023,,,543
Idaho,Total,EQIP IRA,Livestock Pipeline (516),Total,,,544
Idaho,Total,EQIP IRA,Nutrient Management (590),2023,20,"$779,456 ",545
Idaho,Total,EQIP IRA,Nutrient Management (590),Total,20,"$779,456 ",546
Idaho,Total,EQIP IRA,Pasture and Hay Planting (512),2023,12,"$43,159 ",547
Idaho,Total,EQIP IRA,Pasture and Hay Planting (512),Total,12,"$43,159 ",548
Idaho,Total,EQIP IRA,Prescribed Grazing (528),2023,,,549
Idaho,Total,EQIP IRA,Prescribed Grazing (528),Total,,,550
Idaho,Total,EQIP IRA,Pumping Plant (533),2023,,,551
Idaho,Total,EQIP IRA,Pumping Plant (533),Total,,,552
Idaho,Total,EQIP IRA,Range Planting (550),2023,,,553
Idaho,Total,EQIP IRA,Range Planting (550),Total,,,554
Idaho,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,6,"$110,424 ",555
Idaho,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,6,"$110,424 ",556
Idaho,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,16,"$161,983 ",557
Idaho,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,16,"$161,983 ",558
Idaho,Total,EQIP IRA,Total,2023,245,"$2,486,108 ",559
Idaho,Total,EQIP IRA,Total,Total,245,"$2,486,108 ",560
Idaho,Total,EQIP IRA,Tree-Shrub Pruning (660),2023,7,"$10,475 ",561
Idaho,Total,EQIP IRA,Tree-Shrub Pruning (660),Total,7,"$10,475 ",562
Idaho,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,18,"$141,271 ",563
Idaho,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,18,"$141,271 ",564
Idaho,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,7,"$15,855 ",565
Idaho,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,7,"$15,855 ",566
Idaho,Total,EQIP IRA,Water Well (642),2023,,,567
Idaho,Total,EQIP IRA,Water Well (642),Total,,,568
Idaho,Total,EQIP IRA,Watering Facility (614),2023,,,569
Idaho,Total,EQIP IRA,Watering Facility (614),Total,,,570
Idaho,Total,EQIP IRA,Woody Residue Treatment (384),2023,20,"$80,764 ",571
Idaho,Total,EQIP IRA,Woody Residue Treatment (384),Total,20,"$80,764 ",572
Illinois,Total,EQIP IRA,Access Road (560),2023,8,"$30,750 ",573
Illinois,Total,EQIP IRA,Access Road (560),Total,8,"$30,750 ",574
Illinois,Total,EQIP IRA,Brush Management (314),2023,32,"$51,335 ",575
Illinois,Total,EQIP IRA,Brush Management (314),Total,32,"$51,335 ",576
Illinois,Total,EQIP IRA,Conservation Cover (327),2023,6,"$7,619 ",577
Illinois,Total,EQIP IRA,Conservation Cover (327),Total,6,"$7,619 ",578
Illinois,Total,EQIP IRA,Conservation Crop Rotation (328),2023,11,"$12,116 ",579
Illinois,Total,EQIP IRA,Conservation Crop Rotation (328),Total,11,"$12,116 ",580
Illinois,Total,EQIP IRA,Cover Crop (340),2023,113,"$458,906 ",581
Illinois,Total,EQIP IRA,Cover Crop (340),Total,113,"$458,906 ",582
Illinois,Total,EQIP IRA,Critical Area Planting (342),2023,23,"$14,927 ",583
Illinois,Total,EQIP IRA,Critical Area Planting (342),Total,23,"$14,927 ",584
Illinois,Total,EQIP IRA,Dike and Levee (356),2023,,,585
Illinois,Total,EQIP IRA,Dike and Levee (356),Total,,,586
Illinois,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,587
Illinois,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,,,588
Illinois,Total,EQIP IRA,Fence (382),2023,55,"$140,086 ",589
Illinois,Total,EQIP IRA,Fence (382),Total,55,"$140,086 ",590
Illinois,Total,EQIP IRA,Forage Harvest Management (511),2023,,,591
Illinois,Total,EQIP IRA,Forage Harvest Management (511),Total,,,592
Illinois,Total,EQIP IRA,Forest Stand Improvement (666),2023,14,"$20,619 ",593
Illinois,Total,EQIP IRA,Forest Stand Improvement (666),Total,14,"$20,619 ",594
Illinois,Total,EQIP IRA,Grade Stabilization Structure (410),2023,,,595
Illinois,Total,EQIP IRA,Grade Stabilization Structure (410),Total,,,596
Illinois,Total,EQIP IRA,Grassed Waterway (412),2023,29,"$220,327 ",597
Illinois,Total,EQIP IRA,Grassed Waterway (412),Total,29,"$220,327 ",598
Illinois,Total,EQIP IRA,Heavy Use Area Protection (561),2023,35,"$306,489 ",599
Illinois,Total,EQIP IRA,Heavy Use Area Protection (561),Total,35,"$306,489 ",600
Illinois,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,5,"$3,069 ",601
Illinois,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,5,"$3,069 ",602
Illinois,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,13,"$69,799 ",603
Illinois,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,13,"$69,799 ",604
Illinois,Total,EQIP IRA,Livestock Pipeline (516),2023,15,"$23,914 ",605
Illinois,Total,EQIP IRA,Livestock Pipeline (516),Total,15,"$23,914 ",606
Illinois,Total,EQIP IRA,Mulching (484),2023,31,"$71,920 ",607
Illinois,Total,EQIP IRA,Mulching (484),Total,31,"$71,920 ",608
Illinois,Total,EQIP IRA,Nutrient Management (590),2023,43,"$43,074 ",609
Illinois,Total,EQIP IRA,Nutrient Management (590),Total,43,"$43,074 ",610
Illinois,Total,EQIP IRA,Pasture and Hay Planting (512),2023,27,"$108,173 ",611
Illinois,Total,EQIP IRA,Pasture and Hay Planting (512),Total,27,"$108,173 ",612
Illinois,Total,EQIP IRA,Prescribed Grazing (528),2023,11,"$24,123 ",613
Illinois,Total,EQIP IRA,Prescribed Grazing (528),Total,11,"$24,123 ",614
Illinois,Total,EQIP IRA,Pumping Plant (533),2023,,,615
Illinois,Total,EQIP IRA,Pumping Plant (533),Total,,,616
Illinois,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,93,"$117,056 ",617
Illinois,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,93,"$117,056 ",618
Illinois,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,13,"$57,265 ",619
Illinois,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,13,"$57,265 ",620
Illinois,Total,EQIP IRA,Roof Runoff Structure (558),2023,5,"$15,928 ",621
Illinois,Total,EQIP IRA,Roof Runoff Structure (558),Total,5,"$15,928 ",622
Illinois,Total,EQIP IRA,Roofs and Covers (367),2023,5,"$219,766 ",623
Illinois,Total,EQIP IRA,Roofs and Covers (367),Total,5,"$219,766 ",624
Illinois,Total,EQIP IRA,Structure for Water Control (587),2023,,,625
Illinois,Total,EQIP IRA,Structure for Water Control (587),Total,,,626
Illinois,Total,EQIP IRA,Subsurface Drain (606),2023,13,"$84,843 ",627
Illinois,Total,EQIP IRA,Subsurface Drain (606),Total,13,"$84,843 ",628
Illinois,Total,EQIP IRA,Total,2023,678,"$2,827,059 ",629
Illinois,Total,EQIP IRA,Total,Total,678,"$2,827,059 ",630
Illinois,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,8,"$11,305 ",631
Illinois,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,8,"$11,305 ",632
Illinois,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,8,"$1,272 ",633
Illinois,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,8,"$1,272 ",634
Illinois,Total,EQIP IRA,Underground Outlet (620),2023,14,"$29,328 ",635
Illinois,Total,EQIP IRA,Underground Outlet (620),Total,14,"$29,328 ",636
Illinois,Total,EQIP IRA,Water Well (642),2023,,,637
Illinois,Total,EQIP IRA,Water Well (642),Total,,,638
Illinois,Total,EQIP IRA,Watering Facility (614),2023,27,"$32,005 ",639
