STATE,COUNTY/CD,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX(),State
Colorado,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,329,(supp)
Colorado,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,330,(supp)
Colorado,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,15,"$61,923 ",331, 
Colorado,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2024,30,"$25,294 ",332, 
Colorado,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,45,"$87,217 ",333, 
Colorado,Total,EQIP IRA,Water Well (642),2023,,,334,(supp)
Colorado,Total,EQIP IRA,Water Well (642),Total,,,335,(supp)
Colorado,Total,EQIP IRA,Watering Facility (614),2024,,,336,(supp)
Colorado,Total,EQIP IRA,Watering Facility (614),Total,,,337,(supp)
Colorado,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,8,"$260,275 ",338, 
Colorado,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,14,"$704,986 ",339, 
Colorado,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,22,"$965,261 ",340, 
Colorado,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,341,(supp)
Colorado,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,342,(supp)
Colorado,Total,EQIP IRA,Woody Residue Treatment (384),2023,34,"$91,558 ",343, 
Colorado,Total,EQIP IRA,Woody Residue Treatment (384),2024,112,"$350,196 ",344, 
Colorado,Total,EQIP IRA,Woody Residue Treatment (384),Total,146,"$441,754 ",345, 
Connecticut,Total,EQIP IRA,Access Control (472),2023,9,"$9,726 ",346, 
Connecticut,Total,EQIP IRA,Access Control (472),Total,9,"$9,726 ",347, 
Connecticut,Total,EQIP IRA,Access Road (560),2023,,,348,(supp)
Connecticut,Total,EQIP IRA,Access Road (560),2024,,,349,(supp)
Connecticut,Total,EQIP IRA,Access Road (560),Total,,,350,(supp)
Connecticut,Total,EQIP IRA,Brush Management (314),2023,50,"$378,547 ",351, 
Connecticut,Total,EQIP IRA,Brush Management (314),2024,17,"$31,688 ",352, 
Connecticut,Total,EQIP IRA,Brush Management (314),Total,67,"$410,235 ",353, 
Connecticut,Total,EQIP IRA,Combustion System Improvement (372),2023,,,354,(supp)
Connecticut,Total,EQIP IRA,Combustion System Improvement (372),Total,,,355,(supp)
Connecticut,Total,EQIP IRA,Conservation Cover (327),2023,,,356,(supp)
Connecticut,Total,EQIP IRA,Conservation Cover (327),Total,,,357,(supp)
Connecticut,Total,EQIP IRA,Conservation Crop Rotation (328),2024,10,"$5,965 ",358, 
Connecticut,Total,EQIP IRA,Conservation Crop Rotation (328),Total,10,"$5,965 ",359, 
Connecticut,Total,EQIP IRA,Cover Crop (340),2024,18,"$82,565 ",360, 
Connecticut,Total,EQIP IRA,Cover Crop (340),Total,18,"$82,565 ",361, 
Connecticut,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,362,(supp)
Connecticut,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2024,,,363,(supp)
Connecticut,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,13,"$96,693 ",364, 
Connecticut,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,4,"$248,771 ",365, 
Connecticut,Total,EQIP IRA,Energy Efficient Building Envelope (672),2024,4,"$300,361 ",366, 
Connecticut,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,8,"$549,132 ",367, 
Connecticut,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,,,368,(supp)
Connecticut,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,,,369,(supp)
Connecticut,Total,EQIP IRA,Fence (382),2023,6,"$12,239 ",370, 
Connecticut,Total,EQIP IRA,Fence (382),Total,6,"$12,239 ",371, 
Connecticut,Total,EQIP IRA,Forest Stand Improvement (666),2023,,,372,(supp)
Connecticut,Total,EQIP IRA,Forest Stand Improvement (666),2024,,,373,(supp)
Connecticut,Total,EQIP IRA,Forest Stand Improvement (666),Total,22,"$236,382 ",374, 
Connecticut,Total,EQIP IRA,Forest Trails and Landings (655),2023,8,"$22,780 ",375, 
Connecticut,Total,EQIP IRA,Forest Trails and Landings (655),Total,8,"$22,780 ",376, 
Connecticut,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,,,377,(supp)
Connecticut,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,,,378,(supp)
Connecticut,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,14,"$7,605 ",379, 
Connecticut,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,,,380,(supp)
Connecticut,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,381,(supp)
Connecticut,Total,EQIP IRA,Livestock Pipeline (516),2023,7,"$21,685 ",382, 
Connecticut,Total,EQIP IRA,Livestock Pipeline (516),Total,7,"$21,685 ",383, 
Connecticut,Total,EQIP IRA,Mulching (484),2023,,,384,(supp)
Connecticut,Total,EQIP IRA,Mulching (484),Total,,,385,(supp)
Connecticut,Total,EQIP IRA,Obstruction Removal (500),2023,,,386,(supp)
Connecticut,Total,EQIP IRA,Obstruction Removal (500),Total,,,387,(supp)
Connecticut,Total,EQIP IRA,Pasture and Hay Planting (512),2023,,,388,(supp)
Connecticut,Total,EQIP IRA,Pasture and Hay Planting (512),2024,,,389,(supp)
Connecticut,Total,EQIP IRA,Pasture and Hay Planting (512),Total,13,"$61,891 ",390, 
Connecticut,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$22,718 ",391, 
Connecticut,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$22,718 ",392, 
Connecticut,Total,EQIP IRA,Pumping Plant (533),2023,,,393,(supp)
Connecticut,Total,EQIP IRA,Pumping Plant (533),Total,,,394,(supp)
Connecticut,Total,EQIP IRA,Road/Trail/Landing Closure and Treatment (654),2023,11,"$83,725 ",395, 
Connecticut,Total,EQIP IRA,Road/Trail/Landing Closure and Treatment (654),Total,11,"$83,725 ",396, 
Connecticut,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,397,(supp)
Connecticut,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,398,(supp)
Connecticut,Total,EQIP IRA,Structures for Wildlife (649),2023,,,399,(supp)
Connecticut,Total,EQIP IRA,Structures for Wildlife (649),Total,,,400,(supp)
Connecticut,Total,EQIP IRA,Total,2023,173,"$1,118,917 ",401, 
Connecticut,Total,EQIP IRA,Total,2024,77,"$595,747 ",402, 
Connecticut,Total,EQIP IRA,Total,Total,250,"$1,714,665 ",403, 
Connecticut,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,404,(supp)
Connecticut,Total,EQIP IRA,Tree/Shrub Establishment (612),2024,,,405,(supp)
Connecticut,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,8,"$16,411 ",406, 
Connecticut,Total,EQIP IRA,Underground Outlet (620),2023,,,407,(supp)
Connecticut,Total,EQIP IRA,Underground Outlet (620),Total,,,408,(supp)
Connecticut,Total,EQIP IRA,Water Well (642),2023,,,409,(supp)
Connecticut,Total,EQIP IRA,Water Well (642),Total,,,410,(supp)
Connecticut,Total,EQIP IRA,Watering Facility (614),2023,7,"$4,675 ",411, 
Connecticut,Total,EQIP IRA,Watering Facility (614),Total,7,"$4,675 ",412, 
Connecticut,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,413,(supp)
Connecticut,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,414,(supp)
Connecticut,Total,EQIP IRA,Woody Residue Treatment (384),2024,,,415,(supp)
Connecticut,Total,EQIP IRA,Woody Residue Treatment (384),Total,,,416,(supp)
Delaware,Total,EQIP IRA,Conservation Cover (327),2023,,,417,(supp)
Delaware,Total,EQIP IRA,Conservation Cover (327),Total,,,418,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,419,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2024,,,420,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,50,"$619,679 ",421, 
Delaware,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,,,422,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Building Envelope (672),2024,,,423,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,64,"$938,600 ",424, 
Delaware,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,,,425,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Lighting System (670),2024,,,426,(supp)
Delaware,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,6,"$5,422 ",427, 
Delaware,Total,EQIP IRA,Fence (382),2023,12,"$56,307 ",428, 
Delaware,Total,EQIP IRA,Fence (382),Total,12,"$56,307 ",429, 
Delaware,Total,EQIP IRA,Heavy Use Area Protection (561),2023,9,"$38,673 ",430, 
Delaware,Total,EQIP IRA,Heavy Use Area Protection (561),Total,9,"$38,673 ",431, 
Delaware,Total,EQIP IRA,Livestock Pipeline (516),2023,8,"$16,318 ",432, 
Delaware,Total,EQIP IRA,Livestock Pipeline (516),Total,8,"$16,318 ",433, 
Delaware,Total,EQIP IRA,Nutrient Management (590),2023,25,"$450,669 ",434, 
Delaware,Total,EQIP IRA,Nutrient Management (590),Total,25,"$450,669 ",435, 
Delaware,Total,EQIP IRA,Pasture and Hay Planting (512),2023,16,"$80,096 ",436, 
Delaware,Total,EQIP IRA,Pasture and Hay Planting (512),Total,16,"$80,096 ",437, 
Delaware,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$7,911 ",438, 
Delaware,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$7,911 ",439, 
Delaware,Total,EQIP IRA,Pumping Plant (533),2023,,,440,(supp)
Delaware,Total,EQIP IRA,Pumping Plant (533),Total,,,441,(supp)
Delaware,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,442,(supp)
Delaware,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,443,(supp)
Delaware,Total,EQIP IRA,Roofs and Covers (367),2023,,,444,(supp)
Delaware,Total,EQIP IRA,Roofs and Covers (367),Total,,,445,(supp)
Delaware,Total,EQIP IRA,Soil Carbon Amendment (336),2024,20,"$620,665 ",446, 
Delaware,Total,EQIP IRA,Soil Carbon Amendment (336),Total,20,"$620,665 ",447, 
Delaware,Total,EQIP IRA,Soil Health Testing (216),2024,5,"$2,008 ",448, 
Delaware,Total,EQIP IRA,Soil Health Testing (216),Total,5,"$2,008 ",449, 
Delaware,Total,EQIP IRA,Total,2023,100,"$767,120 ",450, 
Delaware,Total,EQIP IRA,Total,2024,142,"$2,160,965 ",451, 
Delaware,Total,EQIP IRA,Total,Total,242,"$2,928,085 ",452, 
Delaware,Total,EQIP IRA,Waste Storage Facility (313),2023,,,453,(supp)
Delaware,Total,EQIP IRA,Waste Storage Facility (313),Total,,,454,(supp)
Delaware,Total,EQIP IRA,Water Well (642),2023,,,455,(supp)
Delaware,Total,EQIP IRA,Water Well (642),Total,,,456,(supp)
Delaware,Total,EQIP IRA,Watering Facility (614),2023,8,"$11,306 ",457, 
Delaware,Total,EQIP IRA,Watering Facility (614),Total,8,"$11,306 ",458, 
Delaware,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,459,(supp)
Delaware,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,460,(supp)
Florida,Total,EQIP IRA,Brush Management (314),2023,4,"$45,356 ",461, 
Florida,Total,EQIP IRA,Brush Management (314),Total,4,"$45,356 ",462, 
Florida,Total,EQIP IRA,Conservation Cover (327),2023,5,"$8,827 ",463, 
Florida,Total,EQIP IRA,Conservation Cover (327),Total,5,"$8,827 ",464, 
Florida,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,465,(supp)
Florida,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,466,(supp)
Florida,Total,EQIP IRA,Cover Crop (340),2023,,,467,(supp)
Florida,Total,EQIP IRA,Cover Crop (340),2024,,,468,(supp)
Florida,Total,EQIP IRA,Cover Crop (340),Total,11,"$147,956 ",469, 
Florida,Total,EQIP IRA,Critical Area Planting (342),2023,,,470,(supp)
Florida,Total,EQIP IRA,Critical Area Planting (342),Total,,,471,(supp)
Florida,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,,,472,(supp)
Florida,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,,,473,(supp)
Florida,Total,EQIP IRA,Fence (382),2023,7,"$75,331 ",474, 
Florida,Total,EQIP IRA,Fence (382),Total,7,"$75,331 ",475, 
Florida,Total,EQIP IRA,Field Border (386),2023,,,476,(supp)
Florida,Total,EQIP IRA,Field Border (386),Total,,,477,(supp)
Florida,Total,EQIP IRA,Firebreak (394),2023,66,"$198,579 ",478, 
Florida,Total,EQIP IRA,Firebreak (394),Total,66,"$198,579 ",479, 
Florida,Total,EQIP IRA,Forest Stand Improvement (666),2023,71,"$305,714 ",480, 
Florida,Total,EQIP IRA,Forest Stand Improvement (666),Total,71,"$305,714 ",481, 
Florida,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,482,(supp)
Florida,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,483,(supp)
Florida,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,28,"$43,443 ",484, 
Florida,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,21,"$1,928,576 ",485, 
Florida,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,49,"$1,972,019 ",486, 
Florida,Total,EQIP IRA,Irrigation Water Management (449),2023,,,487,(supp)
Florida,Total,EQIP IRA,Irrigation Water Management (449),Total,,,488,(supp)
Florida,Total,EQIP IRA,Livestock Pipeline (516),2023,,,489,(supp)
Florida,Total,EQIP IRA,Livestock Pipeline (516),Total,,,490,(supp)
Florida,Total,EQIP IRA,Nutrient Management (590),2023,5,"$2,234 ",491, 
Florida,Total,EQIP IRA,Nutrient Management (590),Total,5,"$2,234 ",492, 
Florida,Total,EQIP IRA,Pasture and Hay Planting (512),2023,13,"$104,712 ",493, 
Florida,Total,EQIP IRA,Pasture and Hay Planting (512),Total,13,"$104,712 ",494, 
Florida,Total,EQIP IRA,Pest Management Conservation System (595),2023,,,495,(supp)
Florida,Total,EQIP IRA,Pest Management Conservation System (595),Total,,,496,(supp)
Florida,Total,EQIP IRA,Prescribed Burning (338),2023,27,"$38,615 ",497, 
Florida,Total,EQIP IRA,Prescribed Burning (338),Total,27,"$38,615 ",498, 
Florida,Total,EQIP IRA,Prescribed Grazing (528),2023,10,"$138,834 ",499, 
Florida,Total,EQIP IRA,Prescribed Grazing (528),Total,10,"$138,834 ",500, 
Florida,Total,EQIP IRA,Pumping Plant (533),2023,,,501,(supp)
Florida,Total,EQIP IRA,Pumping Plant (533),Total,,,502,(supp)
Florida,Total,EQIP IRA,Total,2023,426,"$3,113,605 ",503, 
Florida,Total,EQIP IRA,Total,2024,36,"$2,110,171 ",504, 
Florida,Total,EQIP IRA,Total,Total,462,"$5,223,777 ",505, 
Florida,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,79,"$929,865 ",506, 
Florida,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,79,"$929,865 ",507, 
Florida,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,75,"$993,703 ",508, 
Florida,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,75,"$993,703 ",509, 
Florida,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,8,"$3,945 ",510, 
Florida,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,8,"$3,945 ",511, 
Florida,Total,EQIP IRA,Water Well (642),2023,,,512,(supp)
Florida,Total,EQIP IRA,Water Well (642),Total,,,513,(supp)
Florida,Total,EQIP IRA,Watering Facility (614),2023,,,514,(supp)
Florida,Total,EQIP IRA,Watering Facility (614),Total,,,515,(supp)
Florida,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,516,(supp)
Florida,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,517,(supp)
Florida,Total,EQIP IRA,Woody Residue Treatment (384),2024,,,518,(supp)
Florida,Total,EQIP IRA,Woody Residue Treatment (384),Total,,,519,(supp)
Georgia,Total,EQIP IRA,Brush Management (314),2024,,,520,(supp)
Georgia,Total,EQIP IRA,Brush Management (314),Total,,,521,(supp)
Georgia,Total,EQIP IRA,Conservation Crop Rotation (328),2024,,,522,(supp)
Georgia,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,523,(supp)
Georgia,Total,EQIP IRA,Cover Crop (340),2023,68,"$2,145,139 ",524, 
Georgia,Total,EQIP IRA,Cover Crop (340),2024,336,"$10,256,861 ",525, 
Georgia,Total,EQIP IRA,Cover Crop (340),Total,404,"$12,402,000 ",526, 
Georgia,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,527,(supp)
Georgia,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2024,,,528,(supp)
Georgia,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,92,"$3,579,473 ",529, 
Georgia,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,64,"$1,522,362 ",530, 
Georgia,Total,EQIP IRA,Energy Efficient Building Envelope (672),2024,83,"$1,788,638 ",531, 
Georgia,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,147,"$3,311,000 ",532, 
Georgia,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,,,533,(supp)
Georgia,Total,EQIP IRA,Energy Efficient Lighting System (670),2024,,,534,(supp)
Georgia,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,32,"$103,898 ",535, 
Georgia,Total,EQIP IRA,Fence (382),2024,34,"$184,736 ",536, 
Georgia,Total,EQIP IRA,Fence (382),Total,34,"$184,736 ",537, 
Georgia,Total,EQIP IRA,Firebreak (394),2024,,,538,(supp)
Georgia,Total,EQIP IRA,Firebreak (394),Total,,,539,(supp)
Georgia,Total,EQIP IRA,Forest Stand Improvement (666),2024,7,"$83,835 ",540, 
Georgia,Total,EQIP IRA,Forest Stand Improvement (666),Total,7,"$83,835 ",541, 
Georgia,Total,EQIP IRA,Forest Trails and Landings (655),2024,,,542,(supp)
Georgia,Total,EQIP IRA,Forest Trails and Landings (655),Total,,,543,(supp)
Georgia,Total,EQIP IRA,Heavy Use Area Protection (561),2024,28,"$151,319 ",544, 
Georgia,Total,EQIP IRA,Heavy Use Area Protection (561),Total,28,"$151,319 ",545, 
Georgia,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,11,"$33,292 ",546, 
Georgia,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,11,"$33,292 ",547, 
Georgia,Total,EQIP IRA,Livestock Pipeline (516),2024,17,"$44,958 ",548, 
Georgia,Total,EQIP IRA,Livestock Pipeline (516),Total,17,"$44,958 ",549, 
Georgia,Total,EQIP IRA,Mulching (484),2024,,,550,(supp)
Georgia,Total,EQIP IRA,Mulching (484),Total,,,551,(supp)
Georgia,Total,EQIP IRA,Nutrient Management (590),2024,8,"$26,636 ",552, 
Georgia,Total,EQIP IRA,Nutrient Management (590),Total,8,"$26,636 ",553, 
Georgia,Total,EQIP IRA,Pasture and Hay Planting (512),2024,6,"$101,794 ",554, 
Georgia,Total,EQIP IRA,Pasture and Hay Planting (512),Total,6,"$101,794 ",555, 
Georgia,Total,EQIP IRA,Prescribed Burning (338),2024,15,"$49,915 ",556, 
Georgia,Total,EQIP IRA,Prescribed Burning (338),Total,15,"$49,915 ",557, 
Georgia,Total,EQIP IRA,Prescribed Grazing (528),2024,7,"$9,611 ",558, 
Georgia,Total,EQIP IRA,Prescribed Grazing (528),Total,7,"$9,611 ",559, 
Georgia,Total,EQIP IRA,Pumping Plant (533),2024,6,"$16,572 ",560, 
Georgia,Total,EQIP IRA,Pumping Plant (533),Total,6,"$16,572 ",561, 
Georgia,Total,EQIP IRA,Silvopasture (381),2024,,,562,(supp)
Georgia,Total,EQIP IRA,Silvopasture (381),Total,,,563,(supp)
Georgia,Total,EQIP IRA,Stream Crossing (578),2024,,,564,(supp)
Georgia,Total,EQIP IRA,Stream Crossing (578),Total,,,565,(supp)
Georgia,Total,EQIP IRA,Total,2023,189,"$5,084,919 ",566, 
Georgia,Total,EQIP IRA,Total,2024,681,"$15,354,916 ",567, 
Georgia,Total,EQIP IRA,Total,Total,870,"$20,439,835 ",568, 
Georgia,Total,EQIP IRA,Tree/Shrub Establishment (612),2024,9,"$132,726 ",569, 
Georgia,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,9,"$132,726 ",570, 
Georgia,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2024,10,"$64,197 ",571, 
Georgia,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,10,"$64,197 ",572, 
Georgia,Total,EQIP IRA,Water Well (642),2024,6,"$53,930 ",573, 
Georgia,Total,EQIP IRA,Water Well (642),Total,6,"$53,930 ",574, 
Georgia,Total,EQIP IRA,Watering Facility (614),2024,19,"$18,765 ",575, 
Georgia,Total,EQIP IRA,Watering Facility (614),Total,19,"$18,765 ",576, 
Hawaii,Total,EQIP IRA,Brush Management (314),2023,,,577,(supp)
Hawaii,Total,EQIP IRA,Brush Management (314),2024,,,578,(supp)
Hawaii,Total,EQIP IRA,Brush Management (314),Total,7,"$16,436 ",579, 
Hawaii,Total,EQIP IRA,Conservation Cover (327),2023,,,580,(supp)
Hawaii,Total,EQIP IRA,Conservation Cover (327),Total,,,581,(supp)
Hawaii,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,582,(supp)
Hawaii,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,583,(supp)
Hawaii,Total,EQIP IRA,Cover Crop (340),2023,,,584,(supp)
Hawaii,Total,EQIP IRA,Cover Crop (340),Total,,,585,(supp)
Hawaii,Total,EQIP IRA,Critical Area Planting (342),2023,,,586,(supp)
Hawaii,Total,EQIP IRA,Critical Area Planting (342),Total,,,587,(supp)
Hawaii,Total,EQIP IRA,Fence (382),2023,,,588,(supp)
Hawaii,Total,EQIP IRA,Fence (382),2024,,,589,(supp)
Hawaii,Total,EQIP IRA,Fence (382),Total,9,"$95,194 ",590, 
Hawaii,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,591,(supp)
Hawaii,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,592,(supp)
Hawaii,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,10,"$8,425 ",593, 
Hawaii,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,10,"$8,425 ",594, 
Hawaii,Total,EQIP IRA,Livestock Pipeline (516),2023,,,595,(supp)
Hawaii,Total,EQIP IRA,Livestock Pipeline (516),2024,,,596,(supp)
Hawaii,Total,EQIP IRA,Livestock Pipeline (516),Total,,,597,(supp)
Hawaii,Total,EQIP IRA,Mulching (484),2023,32,"$357,695 ",598, 
Hawaii,Total,EQIP IRA,Mulching (484),Total,32,"$357,695 ",599, 
Hawaii,Total,EQIP IRA,Nutrient Management (590),2023,5,"$6,690 ",600, 
Hawaii,Total,EQIP IRA,Nutrient Management (590),Total,5,"$6,690 ",601, 
Hawaii,Total,EQIP IRA,Prescribed Grazing (528),2023,,,602,(supp)
Hawaii,Total,EQIP IRA,Prescribed Grazing (528),2024,,,603,(supp)
Hawaii,Total,EQIP IRA,Prescribed Grazing (528),Total,,,604,(supp)
Hawaii,Total,EQIP IRA,Silvopasture (381),2023,,,605,(supp)
Hawaii,Total,EQIP IRA,Silvopasture (381),Total,,,606,(supp)
Hawaii,Total,EQIP IRA,Soil Health Testing (216),2023,,,607,(supp)
Hawaii,Total,EQIP IRA,Soil Health Testing (216),Total,,,608,(supp)
